epoch,train_loss,val_loss
0,0.7029304683208466,0.6927889883518219
1,0.6999841004610061,0.7011177241802216
2,0.6863976627588272,0.6730882823467255
3,0.6632713228464127,0.6459386944770813
4,0.6432680636644363,0.6620405465364456
5,0.6002997294068336,0.5800779163837433
6,0.5553846836090088,0.48857778310775757
7,0.4501393288373947,0.44338641315698624
8,0.3771710403263569,0.3820607662200928
9,0.3381237082183361,0.36452240869402885
10,0.3244821034371853,0.35009805858135223
11,0.3042798634618521,0.397110003978014
12,0.3119900241494179,0.35181938484311104
13,0.25582563504576683,0.42523470520973206
14,0.29673321563750504,0.3495351318269968
15,0.24596546292304994,0.3462905716150999
16,0.24972229450941086,0.3475944213569164
17,0.26135675199329855,0.3227833416312933
18,0.2930777702480555,0.37278590351343155
19,0.2550245562568307,0.34011395648121834
