epoch,train_loss,val_loss
0,0.20335713252425194,0.13041174411773682
1,0.16610059067606925,0.16644521802663803
2,0.15117822885513305,0.12924106419086456
3,0.14361918456852435,0.13025886937975883
4,0.14090924933552743,0.12968938425183296
5,0.14009018912911414,0.13348815590143204
6,0.1396978385746479,0.12438954412937164
7,0.13483828008174897,0.12910572811961174
8,0.1326634906232357,0.12462417222559452
9,0.132743751257658,0.12170329317450523
10,0.1296132169663906,0.12750118970870972
11,0.12926283106207848,0.12675482407212257
12,0.12860419861972333,0.11639992147684097
13,0.12537214681506156,0.11947807297110558
14,0.1266167275607586,0.1302264742553234
15,0.12632597088813782,0.11297496035695076
16,0.12431526631116867,0.1223057471215725
17,0.12170347683131695,0.11752067506313324
18,0.12283063754439354,0.1100878156721592
19,0.11891679354012012,0.11857858300209045
20,0.11786120384931564,0.11111635714769363
21,0.11626842692494392,0.11289957538247108
22,0.11600627452135086,0.11177920736372471
23,0.11472510732710361,0.11178422905504704
24,0.11446138694882393,0.1087830401957035
25,0.11583861447870732,0.11587414890527725
26,0.11001498363912106,0.10509166866540909
27,0.10958141032606364,0.11388294026255608
28,0.10908756144344807,0.10592387244105339
29,0.11238596141338349,0.10395339876413345
