epoch,train_loss,val_loss
0,0.16478851810097694,0.13542573526501656
1,0.15700213015079498,0.12313176691532135
2,0.14775488078594207,0.13316955417394638
3,0.14682120606303214,0.12451627105474472
4,0.14315907806158065,0.12178380414843559
5,0.13775725327432156,0.11816680431365967
6,0.13405857905745505,0.10632895678281784
7,0.13234651163220407,0.10451308265328407
8,0.11588344462215901,0.08439117297530174
9,0.13086436316370964,0.15505288541316986
10,0.1367717429995537,0.07503732107579708
11,0.10958650968968868,0.06660144217312336
12,0.11043219268321991,0.06523271277546883
13,0.09771378561854363,0.05627121962606907
14,0.09590098783373832,0.04949861764907837
15,0.09053814243525267,0.04516702704131603
16,0.08628350179642438,0.05045393109321594
17,0.08685582131147385,0.04056655801832676
18,0.07961430698633194,0.038973940536379814
19,0.07448656745254993,0.0391871202737093
20,0.09037788659334182,0.03019789792597294
21,0.07899095006287098,0.0501880906522274
22,0.07805864922702313,0.03141690045595169
23,0.07042707139626145,0.032517245039343834
24,0.06660607121884823,0.05436808615922928
25,0.08855454549193383,0.036370035260915756
26,0.07856165952980518,0.05026684328913689
27,0.0792580485343933,0.056423865258693695
28,0.06833213977515698,0.03402497433125973
29,0.06335801668465138,0.06675634160637856
