,Device,Qubits,Model,Model_spec,sim_iter_num,Dataset,MAE,MSE,RMSE,R-squared,Adj R-squared
121,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.14776489981450142,0.03341402906545778,0.1827950466108362,0.6664388502738638,0.4238489232003103
122,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.2323833726439625,0.08529891823371052,0.2920597853757181,0.4223610781772328,0.371579634500506
123,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.19231992058921604,0.05942864440756428,0.2437799097701947,0.40674358915473485,-0.02471561873273065
124,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.21493231522617862,0.07045924800765246,0.26544160941279055,0.5228543937676985,0.48090752728573793
125,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.176608856767416,0.055199154926914594,0.23494500404757407,0.44896517731330077,0.048212578995701305
126,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.2339510395337129,0.08363178668705246,0.28919160894993556,0.4336507883996974,0.38386184672055
127,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.1637120796367526,0.04983300191316572,0.22323306635255835,0.5025336998451382,0.1407400270052387
128,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.13849202525336296,0.03267975231076222,0.18077541954248708,0.7786947679863605,0.7592393629741725
129,noiseless,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.12410676279105246,0.03008970533798109,0.17346384446904517,0.6996244694767066,0.4811695381870388
130,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.23623317673453129,0.08380725894564801,0.28949483405692755,0.4324625012752672,0.38256909479397205
131,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.17024288587272168,0.0554131499455224,0.2353999786438444,0.446828936146375,0.0445227078891931
132,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.2779337736382149,0.11089532970481591,0.33300950392566264,0.24902378585436324,0.18300389889650515
133,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.19445673872251062,0.07144956502717845,0.26730051445363595,0.2867427327841927,-0.2319898251909398
134,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.2615434951893985,0.10210330277087767,0.3195360742872042,0.30856284055658023,0.24777715620990604
135,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.21123600187711417,0.07755611020117914,0.27848897680371326,0.22578312132566503,-0.33728369952839676
136,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.2685918280738406,0.1072077584342759,0.32742595870559177,0.2739957871055765,0.21017124091705575
137,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.21059131398797035,0.0714495644752721,0.26730051342126543,0.28674273829369035,-0.2319898156745348
138,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.21379636361496523,0.06788454591520415,0.2605466290612952,0.5402901147767476,0.4998760589329452
139,FakeGuadalupeV2,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.15099876741878687,0.03662939720913437,0.19138808011246253,0.6343408984615728,0.3684070064336258
140,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.2188864265126176,0.07221142241139918,0.26872183091702684,0.510988778653418,0.4679987811723998
141,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.16082599232904612,0.04980250189408649,0.2231647416015498,0.5028381714014059,0.14126593242061014
142,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.2757317185169086,0.11328123043585499,0.33657277138214103,0.23286661581760537,0.16542631830706522
143,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.20779465129598976,0.07236144399136168,0.26900082526148816,0.27763974807354397,-0.24771316241842412
144,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.3124084614403546,0.15047652565982358,0.38791303878552935,-0.01901758945665999,-0.1086015533649376
145,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.2684418555349112,0.10336126519599043,0.3214984684193541,-0.031821166743522644,-0.7822365607388118
146,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.26121357720403465,0.10256164343472562,0.32025246827265147,0.3054589863416034,0.2444004356903159
147,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.2086511735804379,0.07734117913259544,0.2781028211518097,0.22792870676847998,-0.33357768830898915
148,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.18770885990932584,0.05523589744502288,0.23502318490953797,0.6259459685217157,0.5930620976225258
149,AerSim with backend noise,8,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.14645793747040442,0.04101918756313673,0.20253194208108688,0.5905190799472821,0.2927147744543964
150,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.12461644259281457,0.027251904393445124,0.1650815083328388,0.815451813488233,0.7992277970915942
151,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.14548630872741342,0.03804889077386766,0.19506124877552605,0.6201705658580509,0.3439309773911787
152,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.18517840213142336,0.04983763218163558,0.22324343704045496,0.6625026821474693,0.6328325882703238
153,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.21272633001208305,0.05641603460283323,0.23752059827061994,0.4368174718395721,0.027230178631988178
154,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.17997176627628506,0.050432064719532786,0.22457084565796331,0.6584772223011144,0.6284532418440696
155,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.19610309079289437,0.056439599014491984,0.2375701980773093,0.4365822361476981,0.02682386243693302
156,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.21403433271683753,0.0686692370443743,0.2620481578725069,0.5349762356889047,0.49409502563957775
157,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.2113619724288583,0.07616720804320348,0.27598407208243647,0.23964807008009104,-0.3133351516798428
158,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.2185014242026955,0.07493545745932186,0.2737434153716247,0.4925417842404497,0.44793007296488485
159,noiseless,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.19318695184774698,0.05184309767971858,0.22769079401618014,0.4824675816994477,0.10608036838995516
160,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.15857265666127204,0.03902296851498413,0.19754232082008183,0.7357389058843792,0.7125071613467422
161,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.1962527851574123,0.06080259652021595,0.2465818252025399,0.393027881735347,-0.04840638609349157
162,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.2500376672949642,0.09765305717817008,0.3124948914433164,0.3386996244601562,0.28056332770940073
163,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.23613755614496768,0.08359007154585066,0.2891194762478838,0.16554809011799954,-0.4413260261598191
164,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.17862379798549227,0.052009019045236714,0.22805485972729614,0.6477981865603849,0.6168353897744847
165,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.20184057094156743,0.05718857469989229,0.23914132787933642,0.4291054607414867,0.013909432189840643
166,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.22145271084737034,0.07462273205212265,0.27317161648334304,0.49465954107467114,0.4502340062240928
167,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.24313015468651428,0.10235509562025658,0.3199298292129957,-0.021776910187578213,-0.7648873903239988
168,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.2172144588897936,0.07313273915287184,0.27043065497992613,0.5047496794922375,0.4612111897772694
169,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.18839447069913148,0.05677462283737809,0.23827425970376676,0.43323780464173944,0.02104711710845908
170,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.16578881423687564,0.04198345776581935,0.20489865242558172,0.7156906584466466,0.6906964306177803
171,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.2146733787143603,0.06679871883091962,0.2584544811585197,0.3331705850310577,-0.15179626221908227
172,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.191570732438704,0.055657355587108166,0.23591811203701205,0.6230918804297596,0.589957100687321
173,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.22511319238692523,0.07111655571405447,0.26667687510178767,0.2900670541085546,-0.22624781563067842
174,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.3122011055238545,0.15013398104048445,0.3874712647932546,-0.01669789878896477,-0.10607793384733522
175,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.2640394065529108,0.10155739985973684,0.3186807177407143,-0.013813778459603299,-0.7511328900665875
176,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.2727408345043659,0.10760082735559656,0.32802565045373594,0.2713339490352318,0.20727539510426318
177,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.26422304976731537,0.10320130113242816,0.3212495932019653,-0.030224298648023895,-0.7794783340284048
178,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.20098486949689687,0.06331091740057267,0.25161660795856194,0.5712624400853878,0.5335712260269605
179,AerSim with backend noise,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.19420262472704053,0.05813547557659364,0.24111299337985426,0.419652863914853,-0.0024177805107084005
