epoch,train_loss,val_loss
0,0.5587661057710648,0.7254261374473572
1,0.482452879846096,0.6465193629264832
2,0.4127567857503891,0.5735959410667419
3,0.35566876977682116,0.5137009620666504
4,0.32071551978588103,0.47315454483032227
5,0.30074533373117446,0.4545043855905533
6,0.28675794005393984,0.4237047880887985
7,0.27553321570158007,0.40953056514263153
8,0.2682752922177315,0.3910989612340927
9,0.26561340838670733,0.38161924481391907
10,0.2569581463932991,0.3679644912481308
11,0.2524943441152573,0.36225222796201706
12,0.2483160302042961,0.35455115884542465
13,0.24482807666063308,0.3375842571258545
14,0.24401629194617272,0.3354654908180237
15,0.24272010773420333,0.33256111294031143
16,0.23833866864442826,0.3235599249601364
17,0.23985835835337638,0.31851787865161896
18,0.23851185217499732,0.31820500642061234
19,0.23852773755788803,0.3132609575986862
20,0.23634605407714843,0.31445130705833435
21,0.23859381601214408,0.3127066567540169
22,0.23846456706523894,0.3154607117176056
23,0.23439980298280716,0.3120793551206589
24,0.2360352911055088,0.31601206958293915
25,0.23571536764502526,0.3074468970298767
26,0.23497819826006888,0.314531609416008
27,0.23540952801704407,0.31591714918613434
28,0.23590075671672822,0.31476467847824097
29,0.23821061551570893,0.3120710626244545
