epoch,train_loss,val_loss
0,0.7015048265457153,0.6911561489105225
1,0.6914793491363526,0.6889956742525101
2,0.6886575520038605,0.6850443631410599
3,0.6867471426725388,0.6847114264965057
4,0.6848678708076477,0.6790048182010651
5,0.6762344181537628,0.6722837388515472
6,0.675851359963417,0.6687125712633133
7,0.6640191227197647,0.6589264273643494
8,0.6527355164289474,0.6517451256513596
9,0.6445713698863983,0.6469812244176865
10,0.6273237526416778,0.6355174481868744
11,0.6215197026729584,0.6230271011590958
12,0.6203913062810897,0.6122388541698456
13,0.6005511164665223,0.5921202898025513
14,0.5909074410796166,0.5693518072366714
15,0.5839808151125908,0.5795645862817764
16,0.5576252624392509,0.5624205321073532
17,0.5351816117763519,0.5624053552746773
18,0.5361487090587616,0.5375378876924515
19,0.5025980740785598,0.5438403636217117
