epoch,train_loss,val_loss
0,0.6957954555749893,0.693311482667923
1,0.6951799333095551,0.6930888593196869
2,0.6944962561130523,0.6931772530078888
3,0.6941990673542022,0.6932175159454346
4,0.6940210819244385,0.6930463165044785
5,0.6933645665645599,0.6931932717561722
6,0.6956973761320114,0.6926127076148987
7,0.6972535103559494,0.6938926577568054
8,0.695187458395958,0.6929313242435455
9,0.6938650280237197,0.692921444773674
10,0.6933342903852463,0.6926148533821106
11,0.6935982823371887,0.6929326057434082
12,0.6929243117570877,0.6925796419382095
13,0.6936847627162933,0.6923948228359222
14,0.6907711952924729,0.6903386861085892
15,0.6907672882080078,0.6917166709899902
16,0.6913773655891419,0.6894436329603195
17,0.6920733571052551,0.6878674030303955
18,0.688783398270607,0.6910565346479416
19,0.6904500395059585,0.6874992102384567
