epoch,batch,train_batch_loss
0,0,0.6949333548545837
0,1,0.6861912608146667
0,2,0.6826698780059814
0,3,0.6971729397773743
0,4,0.6990135312080383
0,5,0.7242229580879211
0,6,0.6302766799926758
0,7,0.7003454566001892
0,8,0.7987977862358093
0,9,0.7368980050086975
0,10,0.6917712688446045
0,11,0.7086682915687561
0,12,0.6903650760650635
0,13,0.686409592628479
0,14,0.6957844495773315
0,15,0.6846175193786621
0,16,0.7014757394790649
0,17,0.6911042928695679
0,18,0.6872209906578064
0,19,0.7058807015419006
1,0,0.6692975163459778
1,1,0.7028424143791199
1,2,0.7027851939201355
1,3,0.666232168674469
1,4,0.7263013124465942
1,5,0.6759960651397705
1,6,0.6717702746391296
1,7,0.6808980107307434
1,8,0.6790570020675659
1,9,0.6726840734481812
1,10,0.6752318739891052
1,11,0.6634277105331421
1,12,0.681041955947876
1,13,0.690116822719574
1,14,0.6623137593269348
1,15,0.6975803375244141
1,16,0.6993595957756042
1,17,0.6877279877662659
1,18,0.6808661222457886
1,19,0.6839612722396851
2,0,0.6872591972351074
2,1,0.6707829833030701
2,2,0.6728391647338867
2,3,0.6721270084381104
2,4,0.68440181016922
2,5,0.6664872169494629
2,6,0.6639485359191895
2,7,0.6754407286643982
2,8,0.6656695604324341
2,9,0.6809777021408081
2,10,0.6745643019676208
2,11,0.6538822054862976
2,12,0.6613446474075317
2,13,0.6547819375991821
2,14,0.6386431455612183
2,15,0.6778227686882019
2,16,0.6398471593856812
2,17,0.6628475785255432
2,18,0.6609359979629517
2,19,0.6745505332946777
3,0,0.6747353672981262
3,1,0.6297858953475952
3,2,0.676411509513855
3,3,0.6457353830337524
3,4,0.6422169804573059
3,5,0.6286062002182007
3,6,0.6638532876968384
3,7,0.62302166223526
3,8,0.6575461626052856
3,9,0.6542046666145325
3,10,0.6186679601669312
3,11,0.6281808018684387
3,12,0.6385517120361328
3,13,0.6278361678123474
3,14,0.6265212893486023
3,15,0.609826385974884
3,16,0.6643871665000916
3,17,0.5992918014526367
3,18,0.6160095930099487
3,19,0.6123477816581726
4,0,0.6540162563323975
4,1,0.603803813457489
4,2,0.6426097750663757
4,3,0.6116481423377991
4,4,0.5629008412361145
4,5,0.5809928178787231
4,6,0.5686601400375366
4,7,0.5592786073684692
4,8,0.6538733243942261
4,9,0.5111600160598755
4,10,0.631758987903595
4,11,0.5611445307731628
4,12,0.6679894328117371
4,13,0.6880396604537964
4,14,0.5922573208808899
4,15,0.5735544562339783
4,16,0.5919327735900879
4,17,0.5576946139335632
4,18,0.5502661466598511
4,19,0.4782717823982239
5,0,0.5925320982933044
5,1,0.6982088088989258
5,2,0.5920065641403198
5,3,0.4786800444126129
5,4,0.5601070523262024
5,5,0.5585166215896606
5,6,0.5539706945419312
5,7,0.4760555624961853
5,8,0.5302813053131104
5,9,0.5085676908493042
5,10,0.5611129999160767
5,11,0.5737780332565308
5,12,0.5328613519668579
5,13,0.5103116631507874
5,14,0.5131133794784546
5,15,0.6998057961463928
5,16,0.4706942141056061
5,17,0.6238632202148438
5,18,0.5778780579566956
5,19,0.6620398759841919
6,0,0.538175106048584
6,1,0.5646503567695618
6,2,0.5735548734664917
6,3,0.4984801709651947
6,4,0.47379159927368164
6,5,0.4791761338710785
6,6,0.4648365080356598
6,7,0.43573206663131714
6,8,0.4694819450378418
6,9,0.5841407179832458
6,10,0.5301898121833801
6,11,0.4569816589355469
6,12,0.4778914451599121
6,13,0.42538270354270935
6,14,0.39624741673469543
6,15,0.5485207438468933
6,16,0.5041706562042236
6,17,0.3795692026615143
6,18,0.478240966796875
6,19,0.43103140592575073
7,0,0.35688042640686035
7,1,0.3904446065425873
7,2,0.499560683965683
7,3,0.44993042945861816
7,4,0.5027962923049927
7,5,0.36211490631103516
7,6,0.5235669612884521
7,7,0.3902834355831146
7,8,0.36651915311813354
7,9,0.6490877866744995
7,10,0.371096670627594
7,11,0.3811858594417572
7,12,0.5071567893028259
7,13,0.7173705101013184
7,14,0.6270633935928345
7,15,0.39615100622177124
7,16,0.35115617513656616
7,17,0.5504070520401001
7,18,0.34173518419265747
7,19,0.5387276411056519
8,0,0.4759604036808014
8,1,0.381527304649353
8,2,0.5934075117111206
8,3,0.6376265287399292
8,4,0.42078155279159546
8,5,0.25563377141952515
8,6,0.36293110251426697
8,7,0.41529712080955505
8,8,0.457660049200058
8,9,0.35670357942581177
8,10,0.549780547618866
8,11,0.535687267780304
8,12,0.2493983954191208
8,13,0.237236887216568
8,14,0.4147755205631256
8,15,0.5644005537033081
8,16,0.3578314483165741
8,17,0.44475865364074707
8,18,0.4617263674736023
8,19,0.3556327223777771
9,0,0.599923312664032
9,1,0.4195781350135803
9,2,0.46306028962135315
9,3,0.21789996325969696
9,4,0.30961814522743225
9,5,0.22386126220226288
9,6,0.2654286026954651
9,7,0.49281054735183716
9,8,0.20812901854515076
9,9,0.458810955286026
9,10,0.4448212683200836
9,11,0.35958120226860046
9,12,0.436663955450058
9,13,0.36538800597190857
9,14,0.3816332519054413
9,15,0.3704424500465393
9,16,0.21906355023384094
9,17,0.39288368821144104
9,18,0.270963579416275
9,19,0.39838266372680664
10,0,0.3897635042667389
10,1,0.21537292003631592
10,2,0.3225412964820862
10,3,0.2542169690132141
10,4,0.23035772144794464
10,5,0.42795196175575256
10,6,0.46371960639953613
10,7,0.6096629500389099
10,8,0.316780686378479
10,9,0.1498507410287857
10,10,0.37408164143562317
10,11,0.22408878803253174
10,12,0.19792571663856506
10,13,0.48345065116882324
10,14,0.5797110795974731
10,15,0.1292194277048111
10,16,0.6816056370735168
10,17,0.505721926689148
10,18,0.14161232113838196
10,19,0.43165430426597595
11,0,0.29911714792251587
11,1,0.5670420527458191
11,2,0.5327249765396118
11,3,0.4972282350063324
11,4,0.34785476326942444
11,5,0.44616279006004333
11,6,0.35498276352882385
11,7,0.35085874795913696
11,8,0.33755606412887573
11,9,0.3237007260322571
11,10,0.20566904544830322
11,11,0.2802835702896118
11,12,0.5174471139907837
11,13,0.34231966733932495
11,14,0.21454448997974396
11,15,0.18160468339920044
11,16,0.5333722829818726
11,17,0.373320996761322
11,18,0.5572447776794434
11,19,0.16568820178508759
12,0,0.32364708185195923
12,1,0.24429336190223694
12,2,0.21328547596931458
12,3,0.49002212285995483
12,4,0.2727892994880676
12,5,0.33771437406539917
12,6,0.16762816905975342
12,7,0.31606778502464294
12,8,0.44685277342796326
12,9,0.2768992781639099
12,10,0.4392295777797699
12,11,0.1918790489435196
12,12,0.18030080199241638
12,13,0.5875663757324219
12,14,0.20375129580497742
12,15,0.451514333486557
12,16,0.2483808547258377
12,17,0.4443318247795105
12,18,0.3027280569076538
12,19,0.4713900685310364
13,0,0.3571665287017822
13,1,0.21890532970428467
13,2,0.29764726758003235
13,3,0.6394350528717041
13,4,0.2856130003929138
13,5,0.37285488843917847
13,6,0.23989593982696533
13,7,0.1366077959537506
13,8,0.3010433614253998
13,9,0.41052383184432983
13,10,0.13537843525409698
13,11,0.22653457522392273
13,12,0.3149357736110687
13,13,0.3249346911907196
13,14,0.47173625230789185
13,15,0.10563872009515762
13,16,0.5521565675735474
13,17,0.23064012825489044
13,18,0.680934488773346
13,19,0.2887206971645355
14,0,0.1921696662902832
14,1,0.20827312767505646
14,2,0.5207325220108032
14,3,0.3219730854034424
14,4,0.42561501264572144
14,5,0.20679891109466553
14,6,0.20424076914787292
14,7,0.08405668288469315
14,8,0.2874331772327423
14,9,0.49898338317871094
14,10,0.26445209980010986
14,11,0.21010832488536835
14,12,0.3474594056606293
14,13,0.6996101140975952
14,14,0.2544712722301483
14,15,0.19107332825660706
14,16,0.2871074080467224
14,17,0.7495463490486145
14,18,0.3525812327861786
14,19,0.31015950441360474
15,0,1.0129802227020264
15,1,0.1359187364578247
15,2,0.39406752586364746
15,3,0.3084879517555237
15,4,0.2862551808357239
15,5,0.5304738879203796
15,6,0.2869790196418762
15,7,0.15528787672519684
15,8,0.12250036001205444
15,9,0.12185442447662354
15,10,0.40988484025001526
15,11,0.39846575260162354
15,12,0.18910378217697144
15,13,0.22277423739433289
15,14,0.22874386608600616
15,15,0.1459357589483261
15,16,0.4680926203727722
15,17,0.5397637486457825
15,18,0.19052669405937195
15,19,0.2633100152015686
16,0,0.3302958607673645
16,1,0.3264041841030121
16,2,0.25183746218681335
16,3,0.1428878903388977
16,4,0.2903253436088562
16,5,0.33744320273399353
16,6,0.24561119079589844
16,7,0.4951481819152832
16,8,0.28893783688545227
16,9,0.4199788570404053
16,10,0.49837565422058105
16,11,0.39125508069992065
16,12,0.40867868065834045
16,13,0.4221274256706238
16,14,0.23155483603477478
16,15,0.1999790221452713
16,16,0.17414778470993042
16,17,0.09977556765079498
16,18,0.5653318762779236
16,19,0.2019837349653244
17,0,0.09331996738910675
17,1,0.32267579436302185
17,2,0.2109820395708084
17,3,0.1782592386007309
17,4,0.22618238627910614
17,5,0.44878655672073364
17,6,0.16001439094543457
17,7,0.10571534931659698
17,8,0.47200149297714233
17,9,0.25214821100234985
17,10,0.3644561469554901
17,11,0.4618965983390808
17,12,0.18237195909023285
17,13,0.7989386320114136
17,14,0.4191998541355133
17,15,0.39502233266830444
17,16,0.23250284790992737
17,17,0.6616550087928772
17,18,0.42558613419532776
17,19,0.2926885187625885
18,0,0.5147167444229126
18,1,0.33430609107017517
18,2,0.49413561820983887
18,3,0.4281509518623352
18,4,0.42269325256347656
18,5,0.49049338698387146
18,6,0.25651004910469055
18,7,0.2593008577823639
18,8,0.14955374598503113
18,9,0.2848782539367676
18,10,0.3644810914993286
18,11,0.2083090990781784
18,12,0.09243987500667572
18,13,0.23944294452667236
18,14,0.1791275441646576
18,15,0.24702510237693787
18,16,0.18503181636333466
18,17,0.30131247639656067
18,18,0.5369601845741272
18,19,0.29063597321510315
19,0,0.11483417451381683
19,1,0.34553104639053345
19,2,0.39737099409103394
19,3,0.47487393021583557
19,4,0.22978094220161438
19,5,0.2569907307624817
19,6,0.409489244222641
19,7,0.21109692752361298
19,8,0.5985355377197266
19,9,0.19945940375328064
19,10,0.49264687299728394
19,11,0.07497588545084
19,12,0.3148031532764435
19,13,0.667674720287323
19,14,0.12686575949192047
19,15,0.2743861675262451
19,16,0.11018002033233643
19,17,0.7826266884803772
19,18,0.2547922432422638
19,19,0.45155197381973267
