,Device,Qubits,Model,Model_spec,sim_iter_num,Dataset,binary_cross_entropy_loss,accuracy,best_epoch
161,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.29142746329307556,91.5,10.0
162,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.37059593200683594,85.5,12.0
163,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.27496907114982605,92.0,12.0
164,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.352629691362381,84.5,14.0
165,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.2726427912712097,93.5,14.0
166,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.34276461601257324,85.5,17.0
167,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.2673017382621765,92.0,17.0
168,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.37207451462745667,85.5,17.0
169,FakeGuadalupeV2,8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.28869688510894775,92.5,17.0
170,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.41286125779151917,86.0,19.0
171,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.35569480061531067,91.0,19.0
172,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.34915241599082947,85.0,13.0
173,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.2626435458660126,92.5,13.0
174,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.3507189154624939,86.5,15.0
175,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.27692919969558716,91.5,15.0
176,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.3339170217514038,89.5,16.0
177,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.27653247117996216,92.5,16.0
178,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.4127851128578186,85.0,16.0
179,AerSim (IBM-Yonsei),8,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.31921786069869995,91.5,16.0
180,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.6225594282150269,74.5,5.0
181,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.6380106210708618,70.0,5.0
182,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.6263352036476135,78.5,16.0
183,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.6206300854682922,84.0,16.0
184,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.5614773631095886,52.5,19.0
185,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.5428491234779358,49.0,19.0
186,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.5714612603187561,49.5,17.0
187,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.5449231863021851,51.0,17.0
188,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.6313104033470154,84.0,18.0
189,noiseless,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.638329803943634,87.0,18.0
190,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.6701515913009644,67.0,4.0
191,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.6730445027351379,64.5,4.0
192,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.6633483171463013,66.0,18.0
193,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.6526360511779785,72.0,18.0
194,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.6283490061759949,53.5,16.0
195,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.6300329566001892,51.5,16.0
196,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.6331505179405212,50.0,19.0
197,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.6133556962013245,52.0,19.0
198,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.6777768731117249,57.0,13.0
199,FakeGuadalupeV2,10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.6812351942062378,57.0,13.0
200,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.6694177985191345,64.0,11.0
201,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.6655206084251404,64.0,11.0
202,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.6719940900802612,58.0,14.0
203,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.6612532138824463,69.5,14.0
204,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.6113218069076538,58.5,11.0
205,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.6075246930122375,56.0,11.0
206,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.6139671802520752,58.5,19.0
207,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.6078919768333435,57.0,19.0
208,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.6857388019561768,56.5,18.0
209,AerSim (IBM-Yonsei),10,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.6775109767913818,64.0,18.0
210,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.39496099948883057,86.5,19.0
211,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.3814144432544708,90.0,19.0
212,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.35236579179763794,88.0,19.0
213,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.3008485436439514,92.0,19.0
214,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.28038322925567627,91.5,18.0
215,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.28833428025245667,92.0,18.0
216,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.26744982600212097,89.0,16.0
217,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.2392694503068924,92.5,16.0
218,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.42087388038635254,87.5,19.0
219,noiseless,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.41905853152275085,88.0,19.0
220,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.5475647449493408,83.0,18.0
221,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.5458771586418152,82.0,18.0
222,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.4194101393222809,87.5,18.0
223,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.36598721146583557,91.5,18.0
224,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.4718715250492096,87.5,18.0
225,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.4616820514202118,87.5,18.0
226,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.38202816247940063,86.5,18.0
227,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.3350313901901245,90.0,18.0
228,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.5872620344161987,82.5,18.0
229,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.5828708410263062,80.0,18.0
230,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.525753915309906,84.0,18.0
231,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.5294905304908752,81.5,18.0
232,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.39573192596435547,85.0,18.0
233,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.3292100429534912,92.5,18.0
234,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.4163232147693634,87.0,18.0
235,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.43213051557540894,87.5,18.0
236,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.3715673089027405,86.5,17.0
237,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.31584393978118896,92.5,17.0
238,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.5621889233589172,81.0,19.0
239,AerSim (IBM-Yonsei),10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.5507829785346985,84.0,19.0
240,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.3905855417251587,88.5,18.0
241,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.36989837884902954,91.5,18.0
242,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.31350135803222656,89.0,17.0
243,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.26705706119537354,91.5,17.0
244,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.32047581672668457,87.5,8.0
245,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.25614675879478455,91.5,8.0
246,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.358167827129364,87.5,17.0
247,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.36813193559646606,89.5,17.0
248,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.2495766133069992,88.5,17.0
249,noiseless,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.2505689561367035,92.0,17.0
250,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.39118292927742004,87.0,18.0
251,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.38562852144241333,90.5,18.0
252,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.3330543041229248,88.5,17.0
253,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.28935882449150085,91.0,17.0
254,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.35671666264533997,84.0,11.0
255,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.2597942352294922,91.5,11.0
256,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.4478250741958618,84.5,18.0
257,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.44651931524276733,84.5,18.0
258,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.31523534655570984,89.0,19.0
259,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.292695015668869,91.5,19.0
260,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Train,0.44298285245895386,88.5,19.0
261,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,Test,0.4399771988391876,89.0,19.0
262,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Train,0.33482569456100464,85.5,14.0
263,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,Test,0.27350878715515137,91.0,14.0
264,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Train,0.3593307137489319,86.0,10.0
265,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,Test,0.2666469216346741,91.5,10.0
266,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Train,0.483175128698349,83.0,15.0
267,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,Test,0.4730018675327301,87.0,15.0
268,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Train,0.2859156131744385,90.5,17.0
269,AerSim (IBM-Yonsei),10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,Test,0.261852502822876,92.0,17.0
270,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Train,0.3854949176311493,86.0,
271,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Test,0.37024036049842834,92.5,
272,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Train,0.36446666717529297,87.5,
273,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Test,0.33199962973594666,92.0,
274,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Train,0.48111727833747864,89.5,
275,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Test,0.48363953828811646,92.5,
276,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Train,0.5804784297943115,81.0,
277,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Test,0.5777218341827393,85.5,
278,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Train,0.49149903655052185,86.5,
279,noiseless,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Test,0.5261604189872742,88.0,
280,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Train,0.5817360877990723,81.5,
281,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Test,0.5837819576263428,81.0,
282,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Train,0.5719624757766724,78.0,
283,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Test,0.5419027209281921,81.0,
284,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Train,0.6840518116950989,65.0,
285,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Test,0.6850941181182861,66.5,
286,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Train,0.6661636233329773,52.5,
287,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Test,0.6622591614723206,52.0,
288,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Train,0.6767921447753906,56.5,
289,FakeGuadalupeV2,10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Test,0.6760494709014893,61.0,
290,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Train,0.5383174419403076,84.0,
291,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),0,Test,0.5374212861061096,85.5,
292,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Train,0.40961945056915283,83.5,
293,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),1,Test,0.3805621266365051,87.0,
294,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Train,0.6129769682884216,74.5,
295,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),2,Test,0.5992119312286377,74.0,
296,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Train,0.632790744304657,60.0,
297,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),3,Test,0.6177161335945129,62.5,
298,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Train,0.6494171619415283,72.5,
299,AerSim (IBM-Yonsei),10,QCNN with NN (zero-padded),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01(zero_padded),4,Test,0.6529409885406494,74.0,
300,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Train,0.609055757522583,87.0,
301,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Test,0.6009840965270996,92.5,
302,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Train,0.6046196222305298,83.5,
303,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Test,0.5797457695007324,92.5,
304,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Train,0.6022570133209229,89.5,
305,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Test,0.5958260893821716,91.5,
306,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Train,0.6162254810333252,85.0,
307,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Test,0.6191632747650146,90.5,
308,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Train,0.5849894881248474,87.5,
309,noiseless,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Test,0.5787437558174133,91.0,
310,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Train,0.6600914001464844,84.0,
311,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,0,Test,0.6556249856948853,90.0,
312,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Train,0.6464527249336243,83.5,
313,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,1,Test,0.6353791356086731,90.0,
314,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Train,0.6486821174621582,86.0,
315,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,2,Test,0.6426092386245728,91.0,
316,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Train,0.6406315565109253,85.0,
317,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,3,Test,0.643730640411377,87.5,
318,FakeGuadalupeV2,10,HQCNN-EZ (linear readout),AngleEmbed_ConvSimple_PoolSimple_ReLU_hl0_batch10_lr0.01,4,Train,0.6322523951530457,86.5,
