epoch,train_loss,val_loss
0,0.6818921267986298,0.6853238642215729
1,0.6835814863443375,0.6796740144491196
2,0.6834911227226257,0.6800547242164612
3,0.673051369190216,0.6906272172927856
4,0.6672934889793396,0.6714004278182983
5,0.6516750693321228,0.6410715728998184
6,0.6460331439971924,0.6460474878549576
7,0.6215220332145691,0.6399880945682526
8,0.6238902807235718,0.6422240138053894
9,0.6215499490499496,0.6293621957302094
10,0.611282354593277,0.6280439496040344
11,0.6110054194927216,0.6115328520536423
12,0.6065208971500397,0.634986013174057
13,0.6122985184192657,0.6314414441585541
14,0.6012746199965477,0.6162496954202652
15,0.6070517718791961,0.6346113532781601
16,0.609045372903347,0.6169014275074005
17,0.5983512222766876,0.611769326031208
18,0.6010564506053925,0.6281867921352386
19,0.5952129572629928,0.6367656290531158
