,Device,Model,Model_spec,T1 (us)_mean,T1 (us)_std,T2 (us)_mean,T2 (us)_std,Frequency (GHz)_mean,Frequency (GHz)_std,Anharmonicity (GHz)_mean,Anharmonicity (GHz)_std,Readout assignment error_mean,Readout assignment error_std,Prob meas0 prep1_mean,Prob meas0 prep1_std,Prob meas1 prep0_mean,Prob meas1 prep0_std,Readout length (ns)_mean,Readout length (ns)_std,ID error_mean,ID error_std,Single-qubit gate length (ns)_mean,Single-qubit gate length (ns)_std,Z-axis rotation (rz) error_mean,Z-axis rotation (rz) error_std,√x (sx) error_mean,√x (sx) error_std,Pauli-X error_mean,Pauli-X error_std,CNOT/ECR error_mean,CNOT/ECR error_std,Gate length (ns)_mean,Gate length (ns)_std,MEASURE error_mean,MEASURE error_std
0,FakeGuadalupeV2,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,74.77853356907526,4.396016906911223,93.66173880027517,5.487391560997804,5.209433092203966,0.04086728166446258,-0.32639950496416,0.0008053415721647742,0.017383910256410243,0.002559692476471616,0.028774487179487176,0.0034513543431406767,0.005993333333333336,0.001880681550725185,5351.11111111111,0.0,0.00033117311018040525,7.947197486984739e-05,35.55555555555556,1.89900533991096e-15,0.0,0.0,0.00033117311018040525,7.947197486984739e-05,0.00033117311018040525,7.947197486984739e-05,0.010335595427510103,0.00038228364785607047,386.907502374169,9.929877264485304,0.017383910256410243,0.002559692476471616
1,FakeGuadalupeV2,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,74.20500777466698,5.0069023564868065,93.91360184760383,4.763639892604048,5.2147614971667755,0.044938258162323476,-0.3261786991167256,0.0010105978309359889,0.018346944444444433,0.0032529959735961562,0.029998777777777774,0.004410252731243317,0.006695111111111114,0.0023039623793592286,5351.11111111111,0.0,0.0003639307479726149,9.463508550861116e-05,35.55555555555556,2.6855991067210084e-15,0.0,0.0,0.0003639307479726149,9.463508550861116e-05,0.0003639307479726149,9.463508550861116e-05,0.010423830402166084,0.00042260888305677873,390.25514403292175,10.804867122772206,0.018346944444444433,0.0032529959735961562
2,FakeGuadalupeV2,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,74.47218156737323,4.971340826325661,94.14910141631303,4.561205880257883,5.217066848552794,0.04763952281817534,-0.32617914072697196,0.001087116841014567,0.018684166666666654,0.0034435762314641407,0.030582333333333333,0.004682172318384661,0.006786000000000002,0.002388763776716394,5351.11111111111,0.0,0.00036390123485606995,9.42700636729211e-05,35.55555555555556,3.289173732570388e-15,0.0,0.0,0.00036390123485606995,9.42700636729211e-05,0.00036390123485606995,9.42700636729211e-05,0.0105019229167247,0.00048821782155643886,391.66419753086416,9.48133818233863,0.018684166666666654,0.0034435762314641407
3,AerSim with backend noise,QCNN,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,267.58880345346586,20.594686823979544,152.95254601037473,33.55853763701456,4.8385371177014695,0.04316120117187829,-0.30787721332603596,0.001015974433446414,0.0203228759765625,0.010626007407923375,0.02183865017361111,0.01056541587834549,0.017102593315972223,0.009337612673272168,840.0,0.0,0.00030087783813278834,0.00011072928642766772,60.0,0.0,0.0,0.0,0.00030087783813278834,0.00011072928642766772,0.00030087783813278834,0.00011072928642766772,0.006787083009192765,0.0008535785271218382,638.9533333333333,3.5643695317307125,0.0203228759765625,0.010626007407923375
4,AerSim with backend noise,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,272.9045214250729,24.541310168317477,155.92791417668505,36.475118497226624,4.830502640893223,0.05122044053111095,-0.3088889972662778,0.0013502795975515278,0.02241238064236111,0.011608854065019426,0.02175482855902778,0.007985489385372795,0.01615017361111111,0.008131476027258321,840.0,0.0,0.0003398871080474152,0.0002202273380758192,60.0,0.0,0.0,0.0,0.0003398871080474152,0.0002202273380758192,0.0003398871080474152,0.0002202273380758192,0.0089967052829694,0.005570167737791142,638.5777777777778,2.6426497845151355,0.02241238064236111,0.011608854065019426
5,AerSim with backend noise,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,266.7913047243838,17.863248381289132,159.78586556006908,38.83578149829461,4.829372039432084,0.030378310923847573,-0.30861587887185,0.0004404024227251592,0.015852137974330358,0.0030830730362704883,0.018238351004464286,0.004350569986323622,0.012630673363095238,0.004108214500168162,840.0,0.0,0.0002652778541413588,6.412606116539835e-05,60.0,0.0,0.0,0.0,0.0002652778541413588,6.412606116539835e-05,0.0002652778541413588,6.412606116539835e-05,0.0069609596001474336,0.0005335087879751021,639.48,3.041428235925629,0.015852137974330358,0.0030830730362704883
