,Device,Qubits,Model,Model_spec,sim_iter_num,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,CNOT/ECR error,Gate length (ns),MEASURE error
70,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,67.92922201774037,92.9502233495541,5.27415786964404,-0.3246459695630194,0.022158333333333318,0.03493333333333332,0.009383333333333334,5351.11111111111,0.0004472448001889366,35.55555555555555,0.0,0.0004472448001889366,0.0004472448001889366,0.011121258683209066,398.02469135802465,0.022158333333333318
71,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,71.57678889958622,88.25346123480702,5.246619581429857,-0.3269496963287869,0.01755,0.027679999999999993,0.007419999999999996,5351.11111111111,0.00045158003890967576,35.55555555555556,0.0,0.00045158003890967576,0.00045158003890967576,0.010775951116778369,399.99999999999994,0.01755
72,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,71.57678889958622,88.25346123480699,5.246619581429857,-0.3269496963287869,0.01755,0.027679999999999993,0.007419999999999996,5351.11111111111,0.00045158003890967576,35.55555555555556,0.0,0.00045158003890967576,0.00045158003890967576,0.010775951116778369,399.99999999999994,0.01755
73,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,71.57678889958622,88.25346123480702,5.246619581429857,-0.3269496963287869,0.01755,0.027679999999999993,0.007419999999999996,5351.11111111111,0.00045158003890967576,35.55555555555556,0.0,0.00045158003890967576,0.00045158003890967576,0.010775951116778369,399.99999999999994,0.01755
74,FakeGuadalupeV2,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,67.92922201774037,92.95022334955411,5.27415786964404,-0.3246459695630194,0.022158333333333318,0.03493333333333332,0.009383333333333334,5351.11111111111,0.00044724480018893667,35.55555555555555,0.0,0.00044724480018893667,0.00044724480018893667,0.011121258683209066,398.02469135802465,0.022158333333333318
75,AerSim with backend noise,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,227.64695426612678,174.77509492559815,4.898221736242656,-0.30765012202811853,0.03515625,0.0333984375,0.031982421875,840.0,0.0002863592950290989,60.0,0.0,0.0002863592950290989,0.0002863592950290989,0.007839818583305,638.0,0.03515625
76,AerSim with backend noise,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,309.7525803404215,184.77187490647424,4.737501070285613,-0.31196524145304094,0.043310546875,0.027392578125,0.0171875,840.0,0.0008579052079722493,60.0,0.0,0.0008579052079722493,0.0008579052079722493,0.022642384049376484,640.0,0.043310546875
77,AerSim with backend noise,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,309.7525803404215,184.77187490647424,4.737501070285613,-0.31196524145304094,0.043310546875,0.027392578125,0.0171875,840.0,0.0008579052079722493,60.0,0.0,0.0008579052079722493,0.0008579052079722493,0.022642384049376484,640.0,0.043310546875
78,AerSim with backend noise,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,251.31807054780674,157.83892791207828,4.896181505846751,-0.30763204684913886,0.039896647135416664,0.041300455729166664,0.034464518229166664,840.0,0.00026229282261100055,60.0,0.0,0.00026229282261100055,0.00026229282261100055,0.0075423703208345365,636.6666666666666,0.039896647135416664
79,AerSim with backend noise,10,HQCNN-EZ,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,259.0201610783373,194.9134140427907,4.804797192742177,-0.3090216329276271,0.02271728515625,0.02685546875,0.019970703125,840.0,0.00028890625395595405,60.0,0.0,0.00028890625395595405,0.00028890625395595405,0.0068260327410568,644.0,0.02271728515625
80,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,67.92922201774037,92.95022334955411,5.27415786964404,-0.3246459695630194,0.022158333333333318,0.03493333333333333,0.009383333333333336,5351.11111111111,0.00044724480018893667,35.55555555555555,0.0,0.00044724480018893667,0.00044724480018893667,0.011121258683209066,398.02469135802465,0.022158333333333318
81,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,71.57678889958622,88.25346123480702,5.246619581429857,-0.3269496963287869,0.01755,0.027679999999999993,0.007419999999999996,5351.11111111111,0.00045158003890967576,35.55555555555556,0.0,0.00045158003890967576,0.00045158003890967576,0.010775951116778369,399.99999999999994,0.01755
82,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,71.57678889958622,88.25346123480699,5.246619581429857,-0.3269496963287869,0.01755,0.027679999999999993,0.007419999999999996,5351.11111111111,0.00045158003890967576,35.55555555555556,0.0,0.00045158003890967576,0.00045158003890967576,0.010775951116778369,399.99999999999994,0.01755
83,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,67.92922201774039,92.95022334955411,5.27415786964404,-0.3246459695630194,0.022158333333333318,0.03493333333333333,0.009383333333333334,5351.11111111111,0.00044724480018893667,35.55555555555555,0.0,0.00044724480018893667,0.00044724480018893667,0.011121258683209062,398.0246913580247,0.022158333333333318
84,FakeGuadalupeV2,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,67.92922201774037,92.95022334955411,5.27415786964404,-0.3246459695630194,0.022158333333333318,0.03493333333333332,0.009383333333333334,5351.11111111111,0.00044724480018893667,35.55555555555555,0.0,0.00044724480018893667,0.00044724480018893667,0.011121258683209066,398.02469135802465,0.022158333333333318
85,AerSim with backend noise,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,0,259.3863305078304,192.07825899479445,4.843132946052557,-0.3083410764357501,0.01380615234375,0.015380859375,0.0126953125,840.0,0.0002952957375625852,60.0,0.0,0.0002952957375625852,0.0002952957375625852,0.007585110814193016,638.8,0.01380615234375
86,AerSim with backend noise,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,1,259.5548894424269,176.60762273243967,4.823289086899564,-0.3087291107498981,0.01536865234375,0.01650390625,0.015625,840.0,0.00032997992163961564,60.0,0.0,0.00032997992163961564,0.00032997992163961564,0.0070466279280502085,638.8,0.01536865234375
87,AerSim with backend noise,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,2,247.6520657787753,183.64265783707668,4.799245758333702,-0.3090073415202956,0.01904296875,0.022412109375,0.01533203125,840.0,0.00029904330765671795,60.0,0.0,0.00029904330765671795,0.00029904330765671795,0.007671216335183239,642.8,0.01904296875
88,AerSim with backend noise,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,3,253.76171043406967,197.0267027753128,4.813758461009013,-0.3088858564233953,0.0192138671875,0.023486328125,0.016357421875,840.0,0.00028911959103719234,60.0,0.0,0.00028911959103719234,0.00028911959103719234,0.007012092067305338,642.8,0.0192138671875
89,AerSim with backend noise,10,HQCNN-EM,AngleEmbed_ConvSimple_PoolSimple_ReLU_hl1_batch10_lr0.01,4,259.02016107833725,194.9134140427907,4.8047971927421775,-0.3090216329276271,0.02271728515625,0.02685546875,0.019970703125,840.0,0.00028890625395595405,60.0,0.0,0.00028890625395595405,0.00028890625395595405,0.0068260327410568,644.0,0.02271728515625
