epoch,batch,train_batch_loss
0,0,0.16241143643856049
0,1,0.10434462875127792
0,2,0.19049490988254547
0,3,0.12701848149299622
0,4,0.21416941285133362
0,5,0.18379440903663635
0,6,0.1593741476535797
0,7,0.18986546993255615
0,8,0.07646866142749786
0,9,0.10914365202188492
1,0,0.15437373518943787
1,1,0.1444980949163437
1,2,0.20166273415088654
1,3,0.0660400241613388
1,4,0.11144590377807617
1,5,0.14190085232257843
1,6,0.26176661252975464
1,7,0.15126469731330872
1,8,0.23791944980621338
1,9,0.08720313757658005
2,0,0.2189551144838333
2,1,0.09917645156383514
2,2,0.11747916787862778
2,3,0.1495913714170456
2,4,0.11072607338428497
2,5,0.12335610389709473
2,6,0.20126409828662872
2,7,0.1312490999698639
2,8,0.2242724895477295
2,9,0.2115458995103836
3,0,0.08327648043632507
3,1,0.03829395771026611
3,2,0.1329939067363739
3,3,0.2930107116699219
3,4,0.11417706310749054
3,5,0.18427930772304535
3,6,0.10071824491024017
3,7,0.2713991105556488
3,8,0.18376445770263672
3,9,0.2282961905002594
4,0,0.16875433921813965
4,1,0.0834866315126419
4,2,0.07838863879442215
4,3,0.23321101069450378
4,4,0.1505691111087799
4,5,0.16309335827827454
4,6,0.24285700917243958
4,7,0.12017112970352173
4,8,0.20827588438987732
4,9,0.11111799627542496
5,0,0.2009279727935791
5,1,0.15175043046474457
5,2,0.1691216677427292
5,3,0.18459898233413696
5,4,0.0987682119011879
5,5,0.1457977592945099
5,6,0.09273446351289749
5,7,0.04915111884474754
5,8,0.20813687145709991
5,9,0.2022537738084793
6,0,0.2229556292295456
6,1,0.12297133356332779
6,2,0.04110400006175041
6,3,0.2528533339500427
6,4,0.12201151996850967
6,5,0.11566980183124542
6,6,0.07129247486591339
6,7,0.20929689705371857
6,8,0.18111968040466309
6,9,0.1574953943490982
7,0,0.20447126030921936
7,1,0.14122220873832703
7,2,0.07731278240680695
7,3,0.1257227212190628
7,4,0.1381392925977707
7,5,0.1022137850522995
7,6,0.22045233845710754
7,7,0.2096443474292755
7,8,0.12298369407653809
7,9,0.09426777064800262
8,0,0.16738387942314148
8,1,0.29003244638442993
8,2,0.11568186432123184
8,3,0.12121938169002533
8,4,0.15673650801181793
8,5,0.16486689448356628
8,6,0.14288529753684998
8,7,0.11189776659011841
8,8,0.09528343379497528
8,9,0.05169285088777542
9,0,0.12111936509609222
9,1,0.21657809615135193
9,2,0.21634292602539062
9,3,0.1324996054172516
9,4,0.08315198123455048
9,5,0.13983437418937683
9,6,0.1727267950773239
9,7,0.14479245245456696
9,8,0.07114320993423462
9,9,0.12213112413883209
10,0,0.0930866152048111
10,1,0.11062394082546234
10,2,0.1048765629529953
10,3,0.2676864266395569
10,4,0.2707476317882538
10,5,0.09382852166891098
10,6,0.1403302699327469
10,7,0.14578025043010712
10,8,0.056827694177627563
10,9,0.11538270860910416
11,0,0.07637627422809601
11,1,0.14238040149211884
11,2,0.1396045982837677
11,3,0.15085884928703308
11,4,0.14627061784267426
11,5,0.15980778634548187
11,6,0.14164592325687408
11,7,0.08324666321277618
11,8,0.25039660930633545
11,9,0.08620764315128326
12,0,0.1227567046880722
12,1,0.13500241935253143
12,2,0.04322074353694916
12,3,0.1952030509710312
12,4,0.1684170961380005
12,5,0.24051125347614288
12,6,0.08073722571134567
12,7,0.10610537230968475
12,8,0.1896773874759674
12,9,0.11650659143924713
13,0,0.12225457280874252
13,1,0.14679953455924988
13,2,0.06703788042068481
13,3,0.08165885508060455
13,4,0.25756147503852844
13,5,0.18455122411251068
13,6,0.11429045349359512
13,7,0.12987831234931946
13,8,0.13944366574287415
13,9,0.10267100483179092
14,0,0.1259458363056183
14,1,0.1130509153008461
14,2,0.11108852922916412
14,3,0.0693652480840683
14,4,0.13081172108650208
14,5,0.12560710310935974
14,6,0.12777423858642578
14,7,0.11785867065191269
14,8,0.11224671453237534
14,9,0.27765530347824097
15,0,0.14778289198875427
15,1,0.045954953879117966
15,2,0.1134188324213028
15,3,0.06736300140619278
15,4,0.21648462116718292
15,5,0.0728745386004448
15,6,0.07607731968164444
15,7,0.06998564302921295
15,8,0.18306490778923035
15,9,0.2749783992767334
16,0,0.126779243350029
16,1,0.06492232531309128
16,2,0.1904796063899994
16,3,0.05226770043373108
