epoch,train_loss,val_loss
0,0.7375724464654922,0.7035364806652069
1,0.6947347044944763,0.6914316564798355
2,0.6865401983261108,0.6846875846385956
3,0.6790583401918411,0.6768219321966171
4,0.6763189613819123,0.673546776175499
5,0.6740112751722336,0.6711388975381851
6,0.6691804647445678,0.6697789132595062
7,0.6675010800361634,0.6668191701173782
8,0.664891716837883,0.6630321443080902
9,0.6613732695579528,0.6604570001363754
10,0.6579603552818298,0.6555149406194687
11,0.6565666854381561,0.6556003242731094
12,0.6511921107769012,0.6494249701499939
13,0.6477891832590104,0.6469998061656952
14,0.6443723559379577,0.6411693543195724
15,0.6389399021863937,0.6374271214008331
16,0.6355706542730332,0.6368830800056458
17,0.6340469360351563,0.6283292323350906
18,0.6258935958147049,0.6256358474493027
19,0.6204452514648438,0.6200994402170181
