epoch,train_loss,val_loss
0,0.5799573004245758,0.4451191872358322
1,0.5517958849668503,0.42568106949329376
2,0.530206099152565,0.40078091621398926
3,0.51928441375494,0.40320584177970886
4,0.5090193092823029,0.39774397015571594
5,0.50333271920681,0.38894718885421753
6,0.4949344128370285,0.38791680335998535
7,0.4923819571733475,0.38420698046684265
8,0.4861215531826019,0.38479387760162354
9,0.48191653490066527,0.3825734257698059
10,0.47938750982284545,0.3784560114145279
11,0.4735118508338928,0.3776177763938904
12,0.4717631578445435,0.3832464963197708
13,0.47306673526763915,0.3722260296344757
14,0.4715718924999237,0.37497106194496155
15,0.4645946860313416,0.3796059489250183
16,0.4649300962686539,0.3833119422197342
17,0.46809777021408083,0.3782999590039253
18,0.4618793398141861,0.3927335888147354
19,0.4667774111032486,0.37921783328056335
20,0.46342227756977084,0.38495904207229614
21,0.46326222717761995,0.3866831064224243
22,0.4640952944755554,0.3814016431570053
23,0.4664641708135605,0.37141765654087067
24,0.46281328797340393,0.3817296028137207
25,0.45838485956192015,0.3793099969625473
26,0.46120278239250184,0.3850850760936737
27,0.45599856674671174,0.37500785291194916
28,0.45755448043346403,0.3811638355255127
29,0.4559427097439766,0.3725297152996063
