epoch,train_loss,val_loss
0,0.13202147595584393,0.18765601515769958
1,0.1278439976274967,0.21807269006967545
2,0.11765466630458832,0.17303281277418137
3,0.11628154404461384,0.16486646980047226
4,0.11344664245843887,0.17890101671218872
5,0.11204900033771992,0.1835843175649643
6,0.10874087288975716,0.16522349044680595
7,0.10627662800252438,0.17054712027311325
8,0.10060091577470302,0.1663575991988182
9,0.09630173929035664,0.15538141503930092
10,0.09245575480163097,0.15101467072963715
11,0.08683898411691189,0.13979240879416466
12,0.08551987037062644,0.15468832105398178
13,0.08310273736715316,0.13755802810192108
14,0.07920831814408302,0.1405889093875885
15,0.07748292125761509,0.132410679012537
16,0.07615352869033813,0.12793967500329018
17,0.06974863726645708,0.12695976346731186
18,0.06754717137664557,0.1285603605210781
19,0.06349696759134531,0.1255250796675682
20,0.06350011099129915,0.11922915559262037
21,0.06267971713095903,0.11014159303158522
22,0.06038699336349964,0.11395955085754395
23,0.05890897642821073,0.11828033067286015
24,0.057354703173041345,0.11570237204432487
25,0.056926950067281726,0.11169421672821045
26,0.05930895302444696,0.11233107000589371
27,0.05223616044968367,0.10520530492067337
28,0.052308337017893794,0.10991263389587402
29,0.05495625548064709,0.11226597987115383
